Time,Amplitude
0.0,-0.027221034973788444
0.004001600640256103,0.6619422286751808
0.008003201280512205,-1.0436345750716507
0.012004801920768308,1.3177819505149126
0.01600640256102441,-1.1938698350182315
0.020008003201280513,0.6879247700357487
0.024009603841536616,-0.08991582649701116
0.028011204481792718,-0.7914949929257696
0.03201280512204882,1.6329878000226068
0.03601440576230493,-2.4210440646513556
0.040016006402561026,2.8869185876488532
0.044017607042817125,-2.918925290017819
0.04801920768307323,2.497637162593144
0.05202080832332934,-1.7412889164790364
0.056022408963585436,0.5954671002956329
0.060024009603841535,0.6811554353299955
0.06402561024409764,-1.8153169791794364
0.06802721088435375,3.04515283628066
0.07202881152460985,-3.7304088846911494
0.07603041216486595,3.9371505729385983
0.08003201280512205,-3.6847280164305127
0.08403361344537816,3.0138255838211245
0.08803521408563425,-2.069375857086832
0.09203681472589036,0.8572828601587414
0.09603841536614646,0.5004413021233344
0.10004001600640257,-1.5861329987902137
0.10404161664665867,2.5171640019542
0.10804321728691477,-3.198906341309518
0.11204481792717087,3.4375050391659174
0.11604641856742698,-3.365992101715545
0.12004801920768307,2.8651174679660487
0.12404961984793918,-2.199678055215479
0.12805122048819528,1.3777168748921902
0.13205282112845138,-0.6545000121864155
0.1360544217687075,-0.22017285090772884
0.1400560224089636,0.9044265091178545
0.1440576230492197,-1.42203506738445
0.1480592236894758,1.7523204121706013
0.1520608243297319,-2.1032651800002076
0.156062424969988,2.176695703809516
0.1600640256102441,-2.106296454812839
0.1640656262505002,2.0689385545077696
0.16806722689075632,-1.79896973242868
0.1720688275310124,1.4838181402527257
0.1760704281712685,-1.166295350479698
0.18007202881152462,0.4743952914199662
0.1840736294517807,0.06655872981440136
0.18807523009203683,-0.6567838209907577
0.19207683073229292,1.1868296295790748
0.19607843137254902,-1.7436551786575911
0.20008003201280514,2.1522811041818835
0.20408163265306123,-2.304963984829943
0.20808323329331735,2.321516803506043
0.21208483393357344,-2.11670827764625
0.21608643457382953,1.6672677261719668
0.22008803521408565,-1.016799561424452
0.22408963585434175,0.5128664700426264
0.22809123649459784,0.37213254759287034
0.23209283713485396,-0.9085104937805123
0.23609443777511005,1.3000734973985306
0.24009603841536614,-1.7337786394762156
0.24409763905562226,1.6850508350670568
0.24809923969587835,-1.6152016968084242
0.25210084033613445,1.399935103665571
0.25610244097639057,-1.0342951789021373
0.2601040416166467,0.6511952701407198
0.26410564225690275,-0.3981927913210689
0.26810724289715887,0.02278311508501281
0.272108843537415,0.09679663336167288
0.27611044417767105,-0.10670007583668939
0.2801120448179272,0.03330165095341975
0.2841136454581833,-0.1642253130192857
0.2881152460984394,0.10819729136238299
0.2921168467386955,-0.2695344994870072
0.2961184473789516,0.4760112961214573
0.3001200480192077,-0.7418478122699877
0.3041216486594638,1.1046507640898056
0.3081232492997199,-1.3347529525775894
0.312124849939976,1.654835727482669
0.3161264505802321,-1.7058813584416903
0.3201280512204882,1.519325478249418
0.32412965186074433,-1.2883350409947398
0.3281312525010004,0.7163449053796649
0.3321328531412565,-0.013352875322308298
0.33613445378151263,-0.7914287582691655
0.3401360544217687,1.500851272621401
0.3441376550620248,-2.033618356147091
0.34813925570228094,2.4830255508991526
0.352140856342537,-2.6280795655000553
0.3561424569827931,2.3385825039949872
0.36014405762304924,-1.859315312587468
0.36414565826330536,1.162826298586798
0.3681472589035614,-0.2774436931083763
